Latitude,Longitude,LWE_Data,Date
-27.50,23.50,0.00547,20061216
-27.50,24.50,0.00608,20061216
-27.50,25.50,0.00673,20061216
-27.50,26.50,0.00760,20061216
-27.50,27.50,0.00881,20061216
-27.50,28.50,0.01030,20061216
-27.50,29.50,0.01179,20061216
-27.50,30.50,0.01283,20061216
-27.50,31.50,0.01292,20061216
-27.50,32.50,0.01165,20061216
-27.50,33.50,0.00884,20061216
-27.50,34.50,0.00455,20061216
-27.50,35.50,-0.00090,20061216
-26.50,17.50,0.00626,20061216
-26.50,18.50,0.00703,20061216
-26.50,19.50,0.00760,20061216
-26.50,20.50,0.00802,20061216
-26.50,21.50,0.00824,20061216
-26.50,22.50,0.00812,20061216
-26.50,23.50,0.00758,20061216
-26.50,24.50,0.00662,20061216
-26.50,25.50,0.00550,20061216
-26.50,26.50,0.00468,20061216
-26.50,27.50,0.00465,20061216
-26.50,28.50,0.00570,20061216
-26.50,29.50,0.00773,20061216
-26.50,30.50,0.01019,20061216
-26.50,31.50,0.01220,20061216
-26.50,32.50,0.01286,20061216
-26.50,33.50,0.01154,20061216
-26.50,34.50,0.00810,20061216
-26.50,35.50,0.00284,20061216
-26.50,36.50,-0.00356,20061216
-25.50,17.50,0.00903,20061216
-25.50,18.50,0.01055,20061216
-25.50,19.50,0.01150,20061216
-25.50,20.50,0.01190,20061216
-25.50,21.50,0.01184,20061216
-25.50,22.50,0.01131,20061216
-25.50,23.50,0.01023,20061216
-25.50,24.50,0.00854,20061216
-25.50,25.50,0.00641,20061216
-25.50,26.50,0.00430,20061216
-25.50,27.50,0.00290,20061216
-25.50,28.50,0.00283,20061216
-25.50,29.50,0.00426,20061216
-25.50,30.50,0.00675,20061216
-25.50,31.50,0.00932,20061216
-25.50,32.50,0.01079,20061216
-25.50,33.50,0.01027,20061216
-25.50,34.50,0.00742,20061216
-25.50,35.50,0.00257,20061216
-25.50,36.50,-0.00354,20061216
-24.50,17.50,0.01021,20061216
-24.50,18.50,0.01190,20061216
-24.50,19.50,0.01279,20061216
-24.50,20.50,0.01300,20061216
-24.50,21.50,0.01284,20061216
-24.50,22.50,0.01250,20061216
-24.50,23.50,0.01189,20061216
-24.50,24.50,0.01072,20061216
-24.50,25.50,0.00882,20061216
-24.50,26.50,0.00636,20061216
-24.50,27.50,0.00399,20061216
-24.50,28.50,0.00247,20061216
-24.50,29.50,0.00232,20061216
-24.50,30.50,0.00338,20061216
-24.50,31.50,0.00487,20061216
-24.50,32.50,0.00567,20061216
-24.50,33.50,0.00486,20061216
-24.50,34.50,0.00210,20061216
-24.50,35.50,-0.00230,20061216
-24.50,36.50,-0.00759,20061216
-23.50,17.50,0.00903,20061216
-23.50,18.50,0.01051,20061216
-23.50,19.50,0.01104,20061216
-23.50,20.50,0.01092,20061216
-23.50,21.50,0.01072,20061216
-23.50,22.50,0.01086,20061216
-23.50,23.50,0.01130,20061216
-23.50,24.50,0.01150,20061216
-23.50,25.50,0.01081,20061216
-23.50,26.50,0.00895,20061216
-23.50,27.50,0.00624,20061216
-23.50,28.50,0.00342,20061216
-23.50,29.50,0.00123,20061216
-23.50,30.50,-0.00008,20061216
-23.50,31.50,-0.00088,20061216
-23.50,32.50,-0.00195,20061216
-23.50,33.50,-0.00399,20061216
-23.50,34.50,-0.00721,20061216
-23.50,35.50,-0.01126,20061216
-23.50,36.50,-0.01548,20061216
-22.50,17.50,0.00545,20061216
-22.50,18.50,0.00679,20061216
-22.50,19.50,0.00700,20061216
-22.50,20.50,0.00647,20061216
-22.50,21.50,0.00600,20061216
-22.50,22.50,0.00631,20061216
-22.50,23.50,0.00745,20061216
-22.50,24.50,0.00883,20061216
-22.50,25.50,0.00946,20061216
-22.50,26.50,0.00861,20061216
-22.50,27.50,0.00613,20061216
-22.50,28.50,0.00255,20061216
-22.50,29.50,-0.00136,20061216
-22.50,30.50,-0.00503,20061216
-22.50,31.50,-0.00835,20061216
-22.50,32.50,-0.01161,20061216
-22.50,33.50,-0.01513,20061216
-22.50,34.50,-0.01893,20061216
-22.50,35.50,-0.02267,20061216
-22.50,36.50,-0.02579,20061216
-36.50,17.50,-0.03903,20070116
-36.50,18.50,-0.03083,20070116
-36.50,19.50,-0.02203,20070116
-36.50,20.50,-0.01336,20070116
-36.50,21.50,-0.00537,20070116
-36.50,22.50,0.00150,20070116
-36.50,23.50,0.00689,20070116
-35.50,17.50,-0.03761,20070116
-35.50,18.50,-0.03160,20070116
-35.50,19.50,-0.02477,20070116
-35.50,20.50,-0.01764,20070116
-35.50,21.50,-0.01062,20070116
-35.50,22.50,-0.00412,20070116
-35.50,23.50,0.00142,20070116
-35.50,24.50,0.00549,20070116
-35.50,25.50,0.00765,20070116
-35.50,26.50,0.00760,20070116
-35.50,27.50,0.00538,20070116
-35.50,28.50,0.00140,20070116
-34.50,17.50,-0.03297,20070116
-34.50,18.50,-0.02954,20070116
-34.50,19.50,-0.02503,20070116
-34.50,20.50,-0.01969,20070116
-34.50,21.50,-0.01381,20070116
-34.50,22.50,-0.00781,20070116
-34.50,23.50,-0.00227,20070116
-34.50,24.50,0.00210,20070116
-34.50,25.50,0.00465,20070116
-34.50,26.50,0.00494,20070116
-34.50,27.50,0.00293,20070116
-34.50,28.50,-0.00099,20070116
-34.50,29.50,-0.00610,20070116
-33.50,17.50,-0.02784,20070116
-33.50,18.50,-0.02655,20070116
-33.50,19.50,-0.02389,20070116
-33.50,20.50,-0.01988,20070116
-33.50,21.50,-0.01475,20070116
-33.50,22.50,-0.00898,20070116
-33.50,23.50,-0.00334,20070116
-33.50,24.50,0.00127,20070116
-33.50,25.50,0.00405,20070116
-33.50,26.50,0.00451,20070116
-33.50,27.50,0.00262,20070116
-33.50,28.50,-0.00124,20070116
-33.50,29.50,-0.00633,20070116
-33.50,30.50,-0.01179,20070116
-33.50,31.50,-0.01672,20070116
-32.50,17.50,-0.02453,20070116
-32.50,18.50,-0.02448,20070116
-32.50,19.50,-0.02279,20070116
-32.50,20.50,-0.01934,20070116
-32.50,21.50,-0.01433,20070116
-32.50,22.50,-0.00838,20070116
-32.50,23.50,-0.00243,20070116
-32.50,24.50,0.00246,20070116
-32.50,25.50,0.00543,20070116
-32.50,26.50,0.00603,20070116
-32.50,27.50,0.00428,20070116
-32.50,28.50,0.00062,20070116
-32.50,29.50,-0.00430,20070116
-32.50,30.50,-0.00978,20070116
-32.50,31.50,-0.01508,20070116
-31.50,17.50,-0.02337,20070116
-31.50,18.50,-0.02376,20070116
-31.50,19.50,-0.02232,20070116
-31.50,20.50,-0.01885,20070116
-31.50,21.50,-0.01357,20070116
-31.50,22.50,-0.00723,20070116
-31.50,23.50,-0.00090,20070116
-31.50,24.50,0.00428,20070116
-31.50,25.50,0.00750,20070116
-31.50,26.50,0.00837,20070116
-31.50,27.50,0.00701,20070116
-31.50,28.50,0.00383,20070116
-31.50,29.50,-0.00064,20070116
-31.50,30.50,-0.00593,20070116
-31.50,31.50,-0.01153,20070116
-31.50,32.50,-0.01691,20070116
-30.50,17.50,-0.02261,20070116
-30.50,18.50,-0.02308,20070116
-30.50,19.50,-0.02169,20070116
-30.50,20.50,-0.01815,20070116
-30.50,21.50,-0.01272,20070116
-30.50,22.50,-0.00619,20070116
-30.50,23.50,0.00029,20070116
-30.50,24.50,0.00565,20070116
-30.50,25.50,0.00914,20070116
-30.50,26.50,0.01049,20070116
-30.50,27.50,0.00984,20070116
-30.50,28.50,0.00751,20070116
-30.50,29.50,0.00381,20070116
-30.50,30.50,-0.00101,20070116
-30.50,31.50,-0.00670,20070116
-30.50,32.50,-0.01281,20070116
-30.50,33.50,-0.01869,20070116
-29.50,17.50,-0.01993,20070116
-29.50,18.50,-0.02058,20070116
-29.50,19.50,-0.01946,20070116
-29.50,20.50,-0.01624,20070116
-29.50,21.50,-0.01118,20070116
-29.50,22.50,-0.00503,20070116
-29.50,23.50,0.00113,20070116
-29.50,24.50,0.00634,20070116
-29.50,25.50,0.00999,20070116
-29.50,26.50,0.01191,20070116
-29.50,27.50,0.01218,20070116
-29.50,28.50,0.01095,20070116
-29.50,29.50,0.00827,20070116
-29.50,30.50,0.00413,20070116
-29.50,31.50,-0.00135,20070116
-29.50,32.50,-0.00774,20070116
-29.50,33.50,-0.01434,20070116
-29.50,34.50,-0.02031,20070116
-28.50,17.50,-0.01450,20070116
-28.50,18.50,-0.01550,20070116
-28.50,19.50,-0.01495,20070116
-28.50,20.50,-0.01250,20070116
-28.50,21.50,-0.00835,20070116
-28.50,22.50,-0.00319,20070116
-28.50,23.50,0.00209,20070116
-28.50,24.50,0.00673,20070116
-28.50,25.50,0.01030,20070116
-28.50,26.50,0.01267,20070116
-28.50,27.50,0.01383,20070116
-28.50,28.50,0.01366,20070116
-28.50,29.50,0.01198,20070116
-28.50,30.50,0.00859,20070116
-28.50,31.50,0.00358,20070116
-28.50,32.50,-0.00255,20070116
-28.50,33.50,-0.00899,20070116
-28.50,34.50,-0.01488,20070116
-27.50,17.50,-0.00781,20070116
-27.50,18.50,-0.00908,20070116
-27.50,19.50,-0.00907,20070116
-27.50,20.50,-0.00747,20070116
-27.50,21.50,-0.00446,20070116
-27.50,22.50,-0.00059,20070116
-27.50,23.50,0.00347,20070116
-27.50,24.50,0.00724,20070116
-27.50,25.50,0.01045,20070116
-27.50,26.50,0.01301,20070116
-27.50,27.50,0.01474,20070116
-27.50,28.50,0.01534,20070116
-27.50,29.50,0.01438,20070116
-27.50,30.50,0.01162,20070116
-27.50,31.50,0.00721,20070116
-27.50,32.50,0.00179,20070116
-27.50,33.50,-0.00372,20070116
-27.50,34.50,-0.00845,20070116
-27.50,35.50,-0.01199,20070116
-26.50,17.50,-0.00256,20070116
-26.50,18.50,-0.00361,20070116
-26.50,19.50,-0.00368,20070116
-26.50,20.50,-0.00258,20070116
-26.50,21.50,-0.00049,20070116
-26.50,22.50,0.00219,20070116
-26.50,23.50,0.00507,20070116
-26.50,24.50,0.00794,20070116
-26.50,25.50,0.01069,20070116
-26.50,26.50,0.01320,20070116
-26.50,27.50,0.01518,20070116
-26.50,28.50,0.01612,20070116
-26.50,29.50,0.01549,20070116
-26.50,30.50,0.01310,20070116
-26.50,31.50,0.00923,20070116
-26.50,32.50,0.00470,20070116
-26.50,33.50,0.00053,20070116
-26.50,34.50,-0.00248,20070116
-26.50,35.50,-0.00410,20070116
-26.50,36.50,-0.00468,20070116
-25.50,17.50,-0.00051,20070116
-25.50,18.50,-0.00067,20070116
-25.50,19.50,-0.00016,20070116
-25.50,20.50,0.00100,20070116
-25.50,21.50,0.00262,20070116
-25.50,22.50,0.00450,20070116
-25.50,23.50,0.00655,20070116
-25.50,24.50,0.00881,20070116
-25.50,25.50,0.01127,20070116
-25.50,26.50,0.01375,20070116
-25.50,27.50,0.01577,20070116
-25.50,28.50,0.01673,20070116
-25.50,29.50,0.01611,20070116
-25.50,30.50,0.01382,20070116
-25.50,31.50,0.01034,20070116
-25.50,32.50,0.00658,20070116
-25.50,33.50,0.00360,20070116
-25.50,34.50,0.00211,20070116
-25.50,35.50,0.00225,20070116
-25.50,36.50,0.00356,20070116
-24.50,17.50,-0.00114,20070116
-24.50,18.50,0.00012,20070116
-24.50,19.50,0.00167,20070116
-24.50,20.50,0.00328,20070116
-24.50,21.50,0.00479,20070116
-24.50,22.50,0.00626,20070116
-24.50,23.50,0.00793,20070116
-24.50,24.50,0.01003,20070116
-24.50,25.50,0.01258,20070116
-24.50,26.50,0.01523,20070116
-24.50,27.50,0.01735,20070116
-24.50,28.50,0.01824,20070116
-24.50,29.50,0.01748,20070116
-24.50,30.50,0.01516,20070116
-24.50,31.50,0.01190,20070116
-24.50,32.50,0.00862,20070116
-24.50,33.50,0.00627,20070116
-24.50,34.50,0.00547,20070116
-24.50,35.50,0.00638,20070116
-24.50,36.50,0.00867,20070116
-23.50,17.50,-0.00236,20070116
-23.50,18.50,0.00048,20070116
-23.50,19.50,0.00315,20070116
-23.50,20.50,0.00523,20070116
-23.50,21.50,0.00669,20070116
-23.50,22.50,0.00793,20070116
-23.50,23.50,0.00950,20070116
-23.50,24.50,0.01179,20070116
-23.50,25.50,0.01475,20070116
-23.50,26.50,0.01781,20070116
-23.50,27.50,0.02015,20070116
-23.50,28.50,0.02107,20070116
-23.50,29.50,0.02027,20070116
-23.50,30.50,0.01803,20070116
-23.50,31.50,0.01501,20070116
-23.50,32.50,0.01200,20070116
-23.50,33.50,0.00971,20070116
-23.50,34.50,0.00861,20070116
-23.50,35.50,0.00895,20070116
-23.50,36.50,0.01081,20070116
-22.50,17.50,-0.00262,20070116
-22.50,18.50,0.00159,20070116
-22.50,19.50,0.00512,20070116
-22.50,20.50,0.00745,20070116
-22.50,21.50,0.00872,20070116
-22.50,22.50,0.00966,20070116
-22.50,23.50,0.01113,20070116
-22.50,24.50,0.01362,20070116
-22.50,25.50,0.01697,20070116
-22.50,26.50,0.02042,20070116
-22.50,27.50,0.02302,20070116
-22.50,28.50,0.02412,20070116
-22.50,29.50,0.02359,20070116
-22.50,30.50,0.02183,20070116
-22.50,31.50,0.01944,20070116
-22.50,32.50,0.01692,20070116
-22.50,33.50,0.01457,20070116
-22.50,34.50,0.01265,20070116
-22.50,35.50,0.01150,20070116
-22.50,36.50,0.01171,20070116
-36.50,17.50,-0.02323,20070215
-36.50,18.50,-0.02117,20070215
-36.50,19.50,-0.01802,20070215
-36.50,20.50,-0.01411,20070215
-36.50,21.50,-0.00993,20070215
-36.50,22.50,-0.00602,20070215
-36.50,23.50,-0.00291,20070215
-35.50,17.50,-0.02749,20070215
-35.50,18.50,-0.02494,20070215
-35.50,19.50,-0.02088,20070215
-35.50,20.50,-0.01571,20070215
-35.50,21.50,-0.01002,20070215
-35.50,22.50,-0.00455,20070215
-35.50,23.50,-0.00006,20070215
-35.50,24.50,0.00282,20070215
-35.50,25.50,0.00371,20070215
-35.50,26.50,0.00269,20070215
-35.50,27.50,0.00024,20070215
-35.50,28.50,-0.00288,20070215
-34.50,17.50,-0.02977,20070215
-34.50,18.50,-0.02714,20070215
-34.50,19.50,-0.02285,20070215
-34.50,20.50,-0.01724,20070215
-34.50,21.50,-0.01087,20070215
-34.50,22.50,-0.00449,20070215
-34.50,23.50,0.00102,20070215
-34.50,24.50,0.00483,20070215
-34.50,25.50,0.00639,20070215
-34.50,26.50,0.00568,20070215
-34.50,27.50,0.00323,20070215
-34.50,28.50,-0.00001,20070215
-34.50,29.50,-0.00298,20070215
-33.50,17.50,-0.02907,20070215
-33.50,18.50,-0.02697,20070215
-33.50,19.50,-0.02339,20070215
-33.50,20.50,-0.01847,20070215
-33.50,21.50,-0.01257,20070215
-33.50,22.50,-0.00627,20070215
-33.50,23.50,-0.00041,20070215
-33.50,24.50,0.00407,20070215
-33.50,25.50,0.00645,20070215
-33.50,26.50,0.00648,20070215
-33.50,27.50,0.00458,20070215
-33.50,28.50,0.00172,20070215
-33.50,29.50,-0.00094,20070215
-33.50,30.50,-0.00245,20070215
-33.50,31.50,-0.00246,20070215
-32.50,17.50,-0.02632,20070215
-32.50,18.50,-0.02522,20070215
-32.50,19.50,-0.02309,20070215
-32.50,20.50,-0.01982,20070215
-32.50,21.50,-0.01539,20070215
-32.50,22.50,-0.01008,20070215
-32.50,23.50,-0.00453,20070215
-32.50,24.50,0.00032,20070215
-32.50,25.50,0.00357,20070215
-32.50,26.50,0.00471,20070215
-32.50,27.50,0.00390,20070215
-32.50,28.50,0.00189,20070215
-32.50,29.50,-0.00019,20070215
-32.50,30.50,-0.00137,20070215
-32.50,31.50,-0.00117,20070215
-31.50,17.50,-0.02334,20070215
-31.50,18.50,-0.02329,20070215
-31.50,19.50,-0.02278,20070215
-31.50,20.50,-0.02143,20070215
-31.50,21.50,-0.01887,20070215
-31.50,22.50,-0.01499,20070215
-31.50,23.50,-0.01016,20070215
-31.50,24.50,-0.00522,20070215
-31.50,25.50,-0.00114,20070215
-31.50,26.50,0.00129,20070215
-31.50,27.50,0.00189,20070215
-31.50,28.50,0.00109,20070215
-31.50,29.50,-0.00025,20070215
-31.50,30.50,-0.00127,20070215
-31.50,31.50,-0.00141,20070215
-31.50,32.50,-0.00062,20070215
-30.50,17.50,-0.02129,20070215
-30.50,18.50,-0.02189,20070215
-30.50,19.50,-0.02250,20070215
-30.50,20.50,-0.02257,20070215
-30.50,21.50,-0.02151,20070215
-30.50,22.50,-0.01894,20070215
-30.50,23.50,-0.01496,20070215
-30.50,24.50,-0.01020,20070215
-30.50,25.50,-0.00559,20070215
-30.50,26.50,-0.00204,20070215
-30.50,27.50,-0.00005,20070215
-30.50,28.50,0.00042,20070215
-30.50,29.50,-0.00015,20070215
-30.50,30.50,-0.00112,20070215
-30.50,31.50,-0.00199,20070215
-30.50,32.50,-0.00251,20070215
-30.50,33.50,-0.00261,20070215
-29.50,17.50,-0.02003,20070215
-29.50,18.50,-0.02066,20070215
-29.50,19.50,-0.02149,20070215
-29.50,20.50,-0.02201,20070215
-29.50,21.50,-0.02164,20070215
-29.50,22.50,-0.01994,20070215
-29.50,23.50,-0.01680,20070215
-29.50,24.50,-0.01259,20070215
-29.50,25.50,-0.00804,20070215
-29.50,26.50,-0.00399,20070215
-29.50,27.50,-0.00106,20070215
-29.50,28.50,0.00044,20070215
-29.50,29.50,0.00059,20070215
-29.50,30.50,-0.00032,20070215
-29.50,31.50,-0.00193,20070215
-29.50,32.50,-0.00388,20070215
-29.50,33.50,-0.00579,20070215
-29.50,34.50,-0.00725,20070215
-28.50,17.50,-0.01865,20070215
-28.50,18.50,-0.01882,20070215
-28.50,19.50,-0.01909,20070215
-28.50,20.50,-0.01917,20070215
-28.50,21.50,-0.01874,20070215
-28.50,22.50,-0.01748,20070215
-28.50,23.50,-0.01524,20070215
-28.50,24.50,-0.01209,20070215
-28.50,25.50,-0.00839,20070215
-28.50,26.50,-0.00469,20070215
-28.50,27.50,-0.00156,20070215
-28.50,28.50,0.00051,20070215
-28.50,29.50,0.00124,20070215
-28.50,30.50,0.00057,20070215
-28.50,31.50,-0.00137,20070215
-28.50,32.50,-0.00421,20070215
-28.50,33.50,-0.00739,20070215
-28.50,34.50,-0.01021,20070215
-27.50,17.50,-0.01650,20070215
-27.50,18.50,-0.01611,20070215
-27.50,19.50,-0.01553,20070215
-27.50,20.50,-0.01480,20070215
-27.50,21.50,-0.01400,20070215
-27.50,22.50,-0.01310,20070215
-27.50,23.50,-0.01194,20070215
-27.50,24.50,-0.01031,20070215
-27.50,25.50,-0.00812,20070215
-27.50,26.50,-0.00551,20070215
-27.50,27.50,-0.00284,20070215
-27.50,28.50,-0.00068,20070215
-27.50,29.50,0.00046,20070215
-27.50,30.50,0.00021,20070215
-27.50,31.50,-0.00148,20070215
-27.50,32.50,-0.00431,20070215
-27.50,33.50,-0.00764,20070215
-27.50,34.50,-0.01068,20070215
-27.50,35.50,-0.01265,20070215
-26.50,17.50,-0.01374,20070215
-26.50,18.50,-0.01303,20070215
-26.50,19.50,-0.01186,20070215
-26.50,20.50,-0.01057,20070215
-26.50,21.50,-0.00964,20070215
-26.50,22.50,-0.00929,20070215
-26.50,23.50,-0.00938,20070215
-26.50,24.50,-0.00944,20070215
-26.50,25.50,-0.00894,20070215
-26.50,26.50,-0.00763,20070215
-26.50,27.50,-0.00568,20070215
-26.50,28.50,-0.00368,20070215
-26.50,29.50,-0.00234,20070215
-26.50,30.50,-0.00218,20070215
-26.50,31.50,-0.00332,20070215
-26.50,32.50,-0.00543,20070215
-26.50,33.50,-0.00785,20070215
-26.50,34.50,-0.00986,20070215
-26.50,35.50,-0.01085,20070215
-26.50,36.50,-0.01052,20070215
-25.50,17.50,-0.01096,20070215
-25.50,18.50,-0.01026,20070215
-25.50,19.50,-0.00906,20070215
-25.50,20.50,-0.00786,20070215
-25.50,21.50,-0.00732,20070215
-25.50,22.50,-0.00781,20070215
-25.50,23.50,-0.00911,20070215
-25.50,24.50,-0.01054,20070215
-25.50,25.50,-0.01124,20070215
-25.50,26.50,-0.01075,20070215
-25.50,27.50,-0.00921,20070215
-25.50,28.50,-0.00732,20070215
-25.50,29.50,-0.00596,20070215
-25.50,30.50,-0.00571,20070215
-25.50,31.50,-0.00655,20070215
-25.50,32.50,-0.00795,20070215
-25.50,33.50,-0.00911,20070215
-25.50,34.50,-0.00939,20070215
-25.50,35.50,-0.00852,20070215
-25.50,36.50,-0.00657,20070215
-24.50,17.50,-0.00858,20070215
-24.50,18.50,-0.00811,20070215
-24.50,19.50,-0.00738,20070215
-24.50,20.50,-0.00687,20070215
-24.50,21.50,-0.00720,20070215
-24.50,22.50,-0.00862,20070215
-24.50,23.50,-0.01079,20070215
-24.50,24.50,-0.01281,20070215
-24.50,25.50,-0.01374,20070215
-24.50,26.50,-0.01313,20070215
-24.50,27.50,-0.01132,20070215
-24.50,28.50,-0.00926,20070215
-24.50,29.50,-0.00802,20070215
-24.50,30.50,-0.00814,20070215
-24.50,31.50,-0.00934,20070215
-24.50,32.50,-0.01069,20070215
-24.50,33.50,-0.01109,20070215
-24.50,34.50,-0.00987,20070215
-24.50,35.50,-0.00704,20070215
-24.50,36.50,-0.00313,20070215
-23.50,17.50,-0.00667,20070215
-23.50,18.50,-0.00644,20070215
-23.50,19.50,-0.00639,20070215
-23.50,20.50,-0.00685,20070215
-23.50,21.50,-0.00815,20070215
-23.50,22.50,-0.01028,20070215
-23.50,23.50,-0.01270,20070215
-23.50,24.50,-0.01444,20070215
-23.50,25.50,-0.01464,20070215
-23.50,26.50,-0.01308,20070215
-23.50,27.50,-0.01040,20070215
-23.50,28.50,-0.00788,20070215
-23.50,29.50,-0.00676,20070215
-23.50,30.50,-0.00751,20070215
-23.50,31.50,-0.00957,20070215
-23.50,32.50,-0.01157,20070215
-23.50,33.50,-0.01204,20070215
-23.50,34.50,-0.01016,20070215
-23.50,35.50,-0.00604,20070215
-23.50,36.50,-0.00051,20070215
-22.50,17.50,-0.00537,20070215
-22.50,18.50,-0.00523,20070215
-22.50,19.50,-0.00576,20070215
-22.50,20.50,-0.00699,20070215
-22.50,21.50,-0.00890,20070215
-22.50,22.50,-0.01119,20070215
-22.50,23.50,-0.01320,20070215
-22.50,24.50,-0.01404,20070215
-22.50,25.50,-0.01309,20070215
-22.50,26.50,-0.01039,20070215
-22.50,27.50,-0.00682,20070215
-22.50,28.50,-0.00381,20070215
-22.50,29.50,-0.00263,20070215
-22.50,30.50,-0.00371,20070215
-22.50,31.50,-0.00632,20070215
-22.50,32.50,-0.00890,20070215
-22.50,33.50,-0.00975,20070215
-22.50,34.50,-0.00790,20070215
-22.50,35.50,-0.00341,20070215
-22.50,36.50,0.00287,20070215
-36.50,17.50,-0.01287,20070316
-36.50,18.50,-0.01068,20070316
-36.50,19.50,-0.00749,20070316
-36.50,20.50,-0.00367,20070316
-36.50,21.50,0.00029,20070316
-36.50,22.50,0.00384,20070316
-36.50,23.50,0.00640,20070316
-35.50,17.50,-0.01523,20070316
-35.50,18.50,-0.01356,20070316
-35.50,19.50,-0.01109,20070316
-35.50,20.50,-0.00805,20070316
-35.50,21.50,-0.00468,20070316
-35.50,22.50,-0.00133,20070316
-35.50,23.50,0.00155,20070316
-35.50,24.50,0.00344,20070316
-35.50,25.50,0.00384,20070316
-35.50,26.50,0.00246,20070316
-35.50,27.50,-0.00066,20070316
-35.50,28.50,-0.00513,20070316
-34.50,17.50,-0.01671,20070316
-34.50,18.50,-0.01563,20070316
-34.50,19.50,-0.01402,20070316
-34.50,20.50,-0.01193,20070316
-34.50,21.50,-0.00939,20070316
-34.50,22.50,-0.00649,20070316
-34.50,23.50,-0.00355,20070316
-34.50,24.50,-0.00106,20070316
-34.50,25.50,0.00036,20070316
-34.50,26.50,0.00024,20070316
-34.50,27.50,-0.00160,20070316
-34.50,28.50,-0.00495,20070316
-34.50,29.50,-0.00926,20070316
-33.50,17.50,-0.01711,20070316
-33.50,18.50,-0.01684,20070316
-33.50,19.50,-0.01623,20070316
-33.50,20.50,-0.01518,20070316
-33.50,21.50,-0.01351,20070316
-33.50,22.50,-0.01115,20070316
-33.50,23.50,-0.00829,20070316
-33.50,24.50,-0.00544,20070316
-33.50,25.50,-0.00329,20070316
-33.50,26.50,-0.00249,20070316
-33.50,27.50,-0.00340,20070316
-33.50,28.50,-0.00593,20070316
-33.50,29.50,-0.00960,20070316
-33.50,30.50,-0.01377,20070316
-33.50,31.50,-0.01783,20070316
-32.50,17.50,-0.01674,20070316
-32.50,18.50,-0.01754,20070316
-32.50,19.50,-0.01802,20070316
-32.50,20.50,-0.01796,20070316
-32.50,21.50,-0.01707,20070316
-32.50,22.50,-0.01519,20070316
-32.50,23.50,-0.01247,20070316
-32.50,24.50,-0.00945,20070316
-32.50,25.50,-0.00691,20070316
-32.50,26.50,-0.00558,20070316
-32.50,27.50,-0.00596,20070316
-32.50,28.50,-0.00802,20070316
-32.50,29.50,-0.01135,20070316
-32.50,30.50,-0.01525,20070316
-32.50,31.50,-0.01903,20070316
-31.50,17.50,-0.01626,20070316
-31.50,18.50,-0.01825,20070316
-31.50,19.50,-0.01979,20070316
-31.50,20.50,-0.02056,20070316
-31.50,21.50,-0.02025,20070316
-31.50,22.50,-0.01873,20070316
-31.50,23.50,-0.01621,20070316
-31.50,24.50,-0.01324,20070316
-31.50,25.50,-0.01062,20070316
-31.50,26.50,-0.00912,20070316
-31.50,27.50,-0.00924,20070316
-31.50,28.50,-0.01104,20070316
-31.50,29.50,-0.01411,20070316
-31.50,30.50,-0.01778,20070316
-31.50,31.50,-0.02126,20070316
-31.50,32.50,-0.02395,20070316
-30.50,17.50,-0.01622,20070316
-30.50,18.50,-0.01930,20070316
-30.50,19.50,-0.02171,20070316
-30.50,20.50,-0.02308,20070316
-30.50,21.50,-0.02316,20070316
-30.50,22.50,-0.02195,20070316
-30.50,23.50,-0.01973,20070316
-30.50,24.50,-0.01708,20070316
-30.50,25.50,-0.01470,20070316
-30.50,26.50,-0.01330,20070316
-30.50,27.50,-0.01330,20070316
-30.50,28.50,-0.01477,20070316
-30.50,29.50,-0.01742,20070316
-30.50,30.50,-0.02062,20070316
-30.50,31.50,-0.02363,20070316
-30.50,32.50,-0.02575,20070316
-30.50,33.50,-0.02645,20070316
-29.50,17.50,-0.01671,20070316
-29.50,18.50,-0.02056,20070316
-29.50,19.50,-0.02356,20070316
-29.50,20.50,-0.02534,20070316
-29.50,21.50,-0.02575,20070316
-29.50,22.50,-0.02492,20070316
-29.50,23.50,-0.02321,20070316
-29.50,24.50,-0.02114,20070316
-29.50,25.50,-0.01928,20070316
-29.50,26.50,-0.01812,20070316
-29.50,27.50,-0.01799,20070316
-29.50,28.50,-0.01896,20070316
-29.50,29.50,-0.02086,20070316
-29.50,30.50,-0.02325,20070316
-29.50,31.50,-0.02552,20070316
-29.50,32.50,-0.02696,20070316
-29.50,33.50,-0.02691,20070316
-29.50,34.50,-0.02503,20070316
-28.50,17.50,-0.01728,20070316
-28.50,18.50,-0.02153,20070316
-28.50,19.50,-0.02492,20070316
-28.50,20.50,-0.02707,20070316
-28.50,21.50,-0.02790,20070316
-28.50,22.50,-0.02763,20070316
-28.50,23.50,-0.02662,20070316
-28.50,24.50,-0.02529,20070316
-28.50,25.50,-0.02403,20070316
-28.50,26.50,-0.02311,20070316
-28.50,27.50,-0.02274,20070316
-28.50,28.50,-0.02301,20070316
-28.50,29.50,-0.02392,20070316
-28.50,30.50,-0.02528,20070316
-28.50,31.50,-0.02664,20070316
-28.50,32.50,-0.02737,20070316
-28.50,33.50,-0.02672,20070316
-28.50,34.50,-0.02418,20070316
-27.50,17.50,-0.01737,20070316
-27.50,18.50,-0.02175,20070316
-27.50,19.50,-0.02549,20070316
-27.50,20.50,-0.02816,20070316
-27.50,21.50,-0.02964,20070316
-27.50,22.50,-0.03010,20070316
